question,answers,id
what kind of insurance does geico offer?,"[""Fire, Marine, and Casualty Insurance""]",905
who is the prime minister of new zealand now?,"[""John Key""]",906
what time is nebraska now?,"[""Mountain Time Zone"", ""Central Time Zone"", ""UTC−07:00"", ""UTC−06:00""]",907
what did nick carter sister died of?,"[""guitar""]",908
who is james dean?,"[""Actor""]",909
where did bob dylan live?,"[""Greenwich Village""]",910
who do roman catholics give authority to?,"[""Pope""]",911
where did pres. obama go to school?,"[""Occidental College"", ""Harvard Law School"", ""Noelani Elementary School"", ""Punahou School"", ""State Elementary School Menteng 01"", ""St. Francis of Assisi Catholic School"", ""Columbia University""]",912
who is nina dobrev playing in perks of being a wallflower?,"[""Candace""]",913
when did moscow burn?,"[""1812 Fire of Moscow""]",914
what is there to see in barcelona?,"[""Museu Picasso"", ""Gothic Quarter, Barcelona"", ""Park Güell"", ""La Rambla"", ""Palau de la Música Catalana"", ""Sagrada Família"", ""Plaça d'Espanya, Barcelona"", ""Barcelona Museum of Contemporary Art"", ""Casa Milà"", ""Museu Nacional d'Art de Catalunya""]",915
who is larry ellison oracle?,"[""Entrepreneur"", ""Businessperson"", ""Investor""]",916
what is the zip code for fort stockton texas?,"[""79735""]",917
what teams drafted the morris twins?,"[""Phoenix Suns""]",918
what state does obama come from?,"[""Honolulu""]",919
who does tim howard play for club?,"[""Everton F.C.""]",920
what did egyptians speak?,"[""Languages of Egypt"", ""Egyptian Arabic"", ""Coptic Language"", ""Egyptian language"", ""Sa'idi Arabic""]",921
what is vanderbilt's mascot?,"[""Mr. Commodore""]",922
what did whitney houston die off?,"[""Drowning"", ""Coronary artery disease"", ""Cocaine overdose""]",923
when was george w bush sworn in?,"[""George W. Bush 2001 presidential inauguration""]",924
what middle school did barack obama attend?,"[""St. Francis of Assisi Catholic School""]",925
what are the airports in chicago?,"[""Lansing Municipal Airport"", ""O'Hare International Airport"", ""Chicago Midway International Airport"", ""Chicago Executive Airport"", ""Schaumburg Regional Airport"", ""Aurora Municipal Airport"", ""Lewis University Airport"", ""Gary/Chicago International Airport"", ""Waukegan Regional Airport""]",926
what was van gogh famous for?,"[""Painter""]",927
where did jane goodall go to school?,"[""University of Cambridge""]",928
who won 2012 presidential election in france?,"[""Nicolas Sarkozy""]",929
what does donald trump own?,"[""Trump Tower"", ""The Trump Organization"", ""Trump Entertainment Resorts""]",930
what did thomson discover with his cathode ray tube experiment?,"[""Electron""]",931
where did emily murphy go to school?,"[""Bishop Strachan School""]",932
what are the major religions in russia?,"[""Russian Orthodox Church"", ""Islam""]",933
what do most nigerians speak?,"[""English Language""]",934
who was the general for the british in the revolutionary war?,"[""Black British"", ""White British"", ""British American""]",935
what to do at fairfield ca?,"[""Fairfield Center for Creative Arts"", ""Pepper Belly's Comedy Club"", ""Milan Institute of Cosmetology"", ""Solano Community College""]",936
where president nixon was born?,"[""Yorba Linda""]",937
what currency does thailand accept?,"[""Thai baht""]",938
what else did eli whitney invent?,"[""Interchangeable parts"", ""Cotton gin"", ""Milling""]",939
who founded collegehumor?,"[""Josh Abramson"", ""Ricky Van Veen""]",940
where did barack obama attend school?,"[""Occidental College"", ""Harvard Law School"", ""Noelani Elementary School"", ""Punahou School"", ""State Elementary School Menteng 01"", ""St. Francis of Assisi Catholic School"", ""Columbia University""]",941
what jobs did albert einstein have?,"[""Writer"", ""Author"", ""Mathematician"", ""Professor"", ""Theoretical Physicist"", ""Physicist"", ""Philosopher"", ""Scientist"", ""Peace activist"", ""Pacifist""]",942
where to travel around sydney?,"[""The Rocks"", ""Rose Seidler House"", ""Bondi Beach"", ""Sydney Opera House"", ""Luna Park Sydney"", ""Wild Life Sydney"", ""Darling Harbour"", ""Sydney Harbour Bridge"", ""St Mary's Cathedral, Sydney"", ""Powerhouse Museum""]",943
what are the names of michael jackson movies?,"[""Michael Jackson: The Trial and Triumph of the King of Pop"", ""Moonwalker"", ""Listen Up! The Lives of Quincy Jones"", ""Maniac Magee"", ""Miss Cast Away"", ""Michael Jackson: Live in Japan"", ""Michael Jackson: Live in Bucharest: The Dangerous Tour"", ""Miles Davis: Live in Montreal"", ""Michael Jackson's Ghosts"", ""The Wiz""]",944
what are the islands of oceania?,"[""Northern Mariana Islands"", ""Norfolk Island"", ""Guam"", ""American Samoa"", ""New Caledonia"", ""Marshall Islands"", ""Kiribati"", ""Nauru"", ""Fiji"", ""Cook Islands""]",945
what timezone is illinois on?,"[""Central Time Zone"", ""UTC−06:00""]",946
what is the currency in france?,"[""CFP franc"", ""Euro""]",947
where is the head office of hsbc bank?,"[""New York City""]",948
what is the currency in england 2012?,"[""UK £""]",949
where was martin cooper from?,"[""Chicago""]",950
where is spain exactly located?,"[""Iberian Peninsula"", ""Europe""]",951
what is the currency name of china?,"[""Renminbi""]",952
what movies did charlie hunnam play in?,"[""Green Street""]",953
what kind of government does italy have?,"[""Constitutional republic"", ""Parliamentary republic"", ""Unitary state""]",954
what medium is the school of athens?,"[""Athens""]",955
what year michael jordan came in the nba?,"[""1984 NBA Draft""]",956
what year did florida marlins win the world series?,"[""2003 World Series""]",957
what movie did marlee matlin won an academy award for?,"[""Children of a Lesser God""]",958
who is leann rimes with now?,"[""Eddie Cibrian""]",959
who is the current leader of china today?,"[""Xi Jinping""]",960
where north dakota located?,"[""Midwestern United States"", ""United States of America"", ""Contiguous United States"", ""United States, with Territories""]",961
what countries did queen elizabeth ii rule?,"[""United Kingdom""]",962
who played forrest gump as a kid?,"[""Michael Connor Humphreys""]",963
where was the battle of vicksburg held?,"[""Warren County""]",964
what kind of artist is henri matisse?,"[""Sculpture"", ""Printmaking"", ""Collage"", ""Painting"", ""Drawing""]",965
what are the duggars kids names and ages?,"[""Jana Duggar""]",966
where does ben stiller live in ny?,"[""New York""]",967
what is the official language in mexico?,"[""Spanish Language""]",968
what wars did ulysses s grant served in?,"[""Grant rises in the West."", ""Ulysses S. Grant: The Unlikely Hero"", ""Ulysses S Grant, 1861-1864"", ""The Civil War memoirs of Ulysses S. Grant"", ""The generalship of Ulysses S. Grant"", ""Grant"", ""Grant and Twain: The Story of a Friendship That Changed America"", ""Letters of Ulysses S. Grant to His Father and His Youngest Sister"", ""Personal memoirs"", ""Ulysses S. Grant: The Soldier And the Man""]",969
who is the head coach of the tennessee titans?,"[""Mike Munchak""]",970
what type of government does fiji have?,"[""Military dictatorship"", ""Military junta"", ""Parliamentary republic""]",971
in what state did the bloody battle of antietam take place?,"[""Sharpsburg""]",972
where did vietnamese people originate from?,"[""Asian""]",973
who was dan cody?,"[""American football player""]",974
what language do people speak in turkey?,"[""Arabic Language"", ""Kurdish language"", ""Zazaki language"", ""Ladino Language"", ""Turkish Language""]",975
what are all the inventions benjamin franklin made?,"[""Lightning rod"", ""Franklin stove"", ""Bifocals"", ""Glass harmonica""]",976
what was wrong with joan crawford?,"[""Myocardial infarction"", ""Pancreatic cancer""]",977
who does debbie dingle go out with?,"[""Eli Dingle"", ""Scott Windsor"", ""Andy Sugden"", ""Jasmine Thomas""]",978
what country was anton van leeuwenhoek from?,"[""Dutch Republic"", ""Netherlands""]",979
what is the time in france if it is 8am in scotland?,"[""Central European Time"", ""UTC+01:00""]",980
who played todd manning on one life to live?,"[""Blair Cramer""]",981
what does latin america consist of?,"[""Bolivia"", ""Honduras"", ""Cuba"", ""El Salvador"", ""Guatemala"", ""Costa Rica"", ""Cuauhtémoc, D.F."", ""Great Pyramid of Tenochtitlán"", ""Paraguay"", ""Belize""]",982
who is the manager of the st louis cardinals?,"[""Mike Matheny""]",983
where in oregon was stand by me filmed?,"[""Mahonia aquifolium"", ""Oregon Swallowtail"", ""Western Meadowlark"", ""Alis volat propriis"", ""Pseudotsuga"", ""Chinook salmon"", ""Milk""]",984
what country vasco da gama sail for?,"[""Portugal""]",985
what did writers of the harlem renaissance write about?,"[""William Henry Draper, Jr.""]",986
what is the language they speak in jamaica?,"[""Jamaican Creole English Language"", ""Jamaican English""]",987
where to live in duluth ga?,"[""You'll Like My Mother""]",988
what is the currency in australia 2011?,"[""Australian dollar""]",989
where did prophet daniel died?,"[""Babylon""]",990
what state was theodore roosevelt from?,"[""New York""]",991
what does the term prima donna mean?,"[""Personal assistant"", ""office temp-worker""]",992
what form of government does brazil have?,"[""Constitutional republic"", ""Presidential system"", ""Federal republic""]",993
where did lebron james go to highschool?,"[""St. Vincent – St. Mary High School""]",994
where was toussaint l'ouverture from?,"[""Haiti""]",995
where do the fla marlins play?,"[""Marlins Park""]",996
what type of art does wassily kandinsky do?,"[""Painting""]",997
who won london mayoral elections 2012?,"[""Stephen Foster""]",998
who was arthur miller father?,"[""Isidore Miller""]",999
what influenced william morris to be an artist?,"[""John Ruskin""]",1000
where do the abenaki indians live?,"[""Indigenous peoples of the Northeastern Woodlands""]",1001
what super bowls have the giants won?,"[""2010 World Series"", ""2012 World Series""]",1002
where was rod stewart born?,"[""Highgate""]",1003
what did jack kevorkian go to prison for?,"[""Assisted suicide""]",1004
which country uses euro as its main currency?,"[""Italy"", ""Portugal"", ""Finland"", ""Luxembourg"", ""France"", ""Slovenia"", ""Austria"", ""Germany"", ""Greece"", ""Spain""]",1005
who is ruling tunisia now?,"[""Ali Laarayedh""]",1006
who played eowyn in the lord of the rings movies?,"[""Miranda Otto""]",1007
where is the parliament in south africa?,"[""Cape Town""]",1008
what important office did abraham lincoln hold?,"[""United States Representative"", ""President of the United States"", ""Member of Illinois House of Representatives""]",1009
which country has adopted the euro as its currency ( 1 point )?,"[""Italy"", ""Portugal"", ""Finland"", ""Luxembourg"", ""France"", ""Slovenia"", ""Austria"", ""Germany"", ""Greece"", ""Spain""]",1010
where did michael jordan play high school basketball?,"[""Emsley A. Laney High School""]",1011
what type of cancer did huell howser die of?,"[""Prostate cancer""]",1012
what timezone is minneapolis in?,"[""Central Time Zone""]",1013
who is aidan davis?,"[""Street dance"", ""Presenter""]",1014
who is samantha gibb?,"[""Singer""]",1015
what was nicolaus copernicus occupation?,"[""Astronomer""]",1016
what did richard arkwright contribute to the industrial revolution?,"[""Spinning frame""]",1017
what kind of currency does greece have?,"[""Euro""]",1018
when did manchester united first win a trophy?,"[""FA Cup 1976–77""]",1019
where is the mozambique located?,"[""Africa""]",1020
where is isthmus of panama located?,"[""Costa Rica""]",1021
what to see in washington dc in 2 days?,"[""White House"", ""The Phillips Collection"", ""United States Capitol"", ""Thomas Jefferson Memorial"", ""National Museum of the American Indian"", ""International Spy Museum"", ""National Portrait Gallery"", ""Washington Monument"", ""Lincoln Memorial"", ""Freer Gallery of Art""]",1022
where is azerbaijan?,"[""Europe"", ""Eurasia"", ""Asia""]",1023
what is the money of argentina called?,"[""Argentine peso""]",1024
what college did matt schaub play for?,"[""Virginia Cavaliers football""]",1025
what did bella abzug do?,"[""Lawyer""]",1026
what sights to see in madrid?,"[""Paseo del Prado"", ""Thyssen-Bornemisza Museum"", ""Almudena Cathedral"", ""Plaza de Cibeles"", ""Puerta del Sol"", ""Royal Palace of Madrid"", ""Museo de Lazaro Galdiano"", ""Gran Vía"", ""Museo Nacional Centro de Arte Reina Sofía"", ""Plaza Mayor, Madrid""]",1027
what good things has angelina jolie done?,"[""Academy Award for Actress in a Supporting Role""]",1028
what films has gerard butler starred in?,"[""Attila"", ""Beowulf & Grendel"", ""300"", ""Dear Frankie"", ""Butterfly on a Wheel"", ""Gamer"", ""Fast Food"", ""Dracula 2000"", ""Coriolanus""]",1029
what films did hans zimmer wrote music for?,"[""Beyond Rangoon"", ""Black Hawk Down"", ""Crimson Tide"", ""Batman Begins"", ""As Good as It Gets"", ""A League of Their Own"", ""Driving Miss Daisy"", ""A World Apart"", ""Broken Arrow"", ""Black Rain""]",1030
where was alice paul born?,"[""Mount Laurel Township""]",1031
what did john quincy adams died of?,"[""Cerebral hemorrhage""]",1032
what is means testing medicare?,"[""Centers for Medicare and Medicaid Services""]",1033
who did juan ponce de leon mary?,"[""Leonor de León""]",1034
what time zone in the uk?,"[""Greenwich Mean Time"", ""UTC±00:00""]",1035
what is the political system in italy?,"[""Constitutional republic"", ""Parliamentary republic"", ""Unitary state""]",1036
who is the leader of france 2012?,"[""Nicolas Sarkozy""]",1037
who is raquel welch's daughter?,"[""Tahnee Welch""]",1038
what kind of art did leonardo da vinci produce?,"[""Sculpture"", ""Painting"", ""Drawing""]",1039
what does the zambezi river flow into?,"[""Namibia""]",1040
